,old_name,modern_name,type_of_rule,modern_country,wikipage,infobox,infobox_keys,description,instance_of,inception,dissolved,religion,geoLoc,capital
605,Pfalz-Veldenz,Pfalz-Veldenz,['Fürstentum'],['DE-RP'],<wptools.page.WPToolsPage object at 0x7f958f9421d0>,True,"['wappen', 'karte', 'bildtext', 'alternativnamen', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'nachfolger']",,,[[Pfalz-Zweibrücken]],"1733: [[Kurpfalz]], [[Pfalz-Sulzbach]], [[Pfalz-Birkenfeld]]",[[evangelisch-lutherisch]],"(nan, nan)",[[Lützelstein]]
606,Pfalz-Zweibrücken,Pfalz-Zweibrücken,['Pfalzgrafschaft'],['DE-RP'],<wptools.page.WPToolsPage object at 0x7f958f942d50>,True,"['name', 'wappen', 'karte', 'bildtext', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'nachfolger']",,,"1444: [[Pfalz-Simmern-Zweibrücken]], <br>1444: [[Grafschaft Veldenz]]",1793/1801: [[Erste Französische Republik|Frankreich]],"bis 1533: [[Römisch-katholische Kirche|katholisch]], <br>1533: [[Evangelisch-lutherische Kirchen|lutherisch]], <br>1588: [[Reformierte Kirchen|reformiert]], <br>1681: lutherisch, <br>1718: katholisch","(nan, nan)","1444: [[Meisenheim]], <br>1477: [[Zweibrücken]]"
607,Pfalzgrafschaft Tübingen,Tübingen,['Grafschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f958f942d90>,False,[nan],,,,,,"(nan, nan)",
608,Pflege Coburg,Coburger Pflege,['Reichslehen'],"['DE-BY', 'DE-TH']",<wptools.page.WPToolsPage object at 0x7f958f947f50>,True,"['name', 'wappen', 'bildtext', 'periode', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'nachfolger']",,,,,seit der Reformation [[lutherisch]],"(nan, nan)",[[Coburg]]
609,Pfullendorf,Pfullendorf,['Reichsstadt'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f958f947dd0>,True,"['art', 'wappen', 'breitengrad', 'längengrad', 'lageplan', 'bundesland', 'regierungsbezirk', 'landkreis', 'höhe', 'plz', 'vorwahl', 'gemeindeschlüssel', 'straße', 'website', 'bürgermeister']",,,,,,"('09/15/20.31/E', '47/55/27.28/N')",
610,Polen,Polen,,,<wptools.page.WPToolsPage object at 0x7f958f947710>,True,"['name-amtssprache', 'name-deutsch', 'bild-flagge', 'artikel-flagge', 'bild-wappen', 'artikel-wappen', 'amtssprache', 'hauptstadt', 'staats- und regierungsform', 'staatsoberhaupt', 'regierungschef', 'fläche', 'einwohner', 'bev-dichte', 'bev-zunahme', 'bip', 'bip-erweitert', 'schulden', 'hdi', 'währung', 'unabhängigkeit', 'gründung', 'nationalhymne', 'zeitzone', 'kfz-kennzeichen', 'iso 3166', 'internet-tld', 'telefon-vorwahl', 'bild-lage', 'bild-lage-imagemap']",,,,,,"(nan, nan)",
611,Pommern-Barth,Pommern-Barth,['Herzogtum'],['DE-MV'],<wptools.page.WPToolsPage object at 0x7f958f950b90>,False,[nan],,,,,,"(nan, nan)",
612,Pommern-Demmin,Pommern-Demmin,['Herzogtum'],['PL'],<wptools.page.WPToolsPage object at 0x7f958f947250>,False,[nan],,,,,,"(nan, nan)",
613,Pommern-Stettin,Stettin,['Herzogtum'],"['DE-MV', 'PL']",<wptools.page.WPToolsPage object at 0x7f958f950910>,False,[nan],,,,,,"(nan, nan)",
614,Pommern-Stettin,Pommern-Stettin,['Herzogtum'],['PL'],<wptools.page.WPToolsPage object at 0x7f958f950d90>,False,[nan],,,,,,"(nan, nan)",
615,Pommern-Stolp,Pommern-Stolp,['Herzogtum'],['PL'],<wptools.page.WPToolsPage object at 0x7f958f950bd0>,False,[nan],,,,,,"(nan, nan)",
616,Pommern-Wolgast,Pommern-Wolgast,['Herzogtum'],['PL'],<wptools.page.WPToolsPage object at 0x7f958f950cd0>,False,[nan],,,,,,"(nan, nan)",
617,Prignitz,Prignitz,['Landschaft'],"['DE-BB', 'HR']",<wptools.page.WPToolsPage object at 0x7f958f955d90>,False,[nan],,,,,,"(nan, nan)",
618,Rappoltstein,Rappoltstein,"['Herrschaft (Territorium)', 'Herrschaft']",['FR'],<wptools.page.WPToolsPage object at 0x7f958f9557d0>,False,[nan],,,,,,"(nan, nan)",
619,Raugrafen,Raugrafschaft,"['Nahegau (Grafschaft)', 'Nahegau']",['DE-RP'],<wptools.page.WPToolsPage object at 0x7f958f955910>,True,"['name', 'wappen', 'vorläufer', 'staatsoberhaupt', 'region-iso', 'hauptstädte/residenzen', 'dynastien', 'nachfolger']",,,[[Wildgrafen|Wildgrafschaft]],1358: Stolzenberg<br />1385: Altenbaumburg<br />1457: Neuenbaumburg<br />alle an [[Kurpfalz]],,"(nan, nan)","[[Altenbaumburg]], [[Stolzenburg (Nordpfälzer Bergland)|Stolzenburg]], [[Neu Baumburg]]"
620,Ravensburg,Ravensburg,"['Freie Reichsstadt', 'Reichsstadt']",['DE'],<wptools.page.WPToolsPage object at 0x7f958f955ad0>,True,"['art', 'wappen', 'breitengrad', 'längengrad', 'lageplan', 'bundesland', 'regierungsbezirk', 'landkreis', 'gemeindeverwaltungsverband', 'höhe', 'plz', 'vorwahl', 'gemeindeschlüssel', 'gliederung', 'adresse', 'website', 'bürgermeister', 'bürgermeistertitel', 'partei']",,,,,,"('09/36/49/E', '47/46/55/N')",
621,Rechteren-Limpurg,Limpurg-Speckfeld,['Grafschaft'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f958f955950>,False,[nan],,,,,,"(nan, nan)",
622,Regenstein (Adelsgeschlecht),Regenstein,['Grafschaft'],['DE'],<wptools.page.WPToolsPage object at 0x7f958f955fd0>,False,[nan],,,,,,"(nan, nan)",
623,Reichelsburg,Reichelsberg,"['Herrschaft (Territorium)', 'Herrschaft']",['DE-BY'],<wptools.page.WPToolsPage object at 0x7f958f955c50>,True,"['bild', 'bildbeschreibung', 'alternativname', 'entstehungszeit', 'typologie n. geo. lage', 'erhaltungszustand', 'abmessungen oder fläche', 'heutiger ortsname', 'breitengrad', 'längengrad', 'region-iso', 'höhenordinate', 'höhe-bezug']",,,14. Jahrhundert,,,"('10/03/3.3/E', '49/32/47.3/N')",
624,Reichsabtei Burtscheid,Burtscheid,['Reichsstift'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f958f95afd0>,False,[nan],,,,,,"(nan, nan)",
625,Reichsabtei Echternach,Echternach,['Reichsabtei'],"['LU', 'DE-RP']",<wptools.page.WPToolsPage object at 0x7f958f95aed0>,True,"['name', 'wappen', 'staatsoberhaupt', 'region-iso', 'reichsmatrikel', 'reichskreis', 'kreistag', 'hauptstädte/residenzen', 'konfession/religion', 'nachfolger']",,,,1795: [[Forêts|Frankreich]]<br />1815: [[Niederlande]] und [[Preußen]],[[römisch-katholisch]],"(nan, nan)",[[Echternach (Luxemburg)|Echternach]]
626,Reichsabtei Essen,Essen,['Reichsabtei'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f958f95af50>,False,[nan],,,,,,"(nan, nan)",
627,Reichsabtei Gutenzell,Gutenzell,['Reichsabtei'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f958f95a650>,True,"['alternativnamen', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichsmatrikel', 'reichskreis', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'nachfolger']",,,,[[Toerring|Reichsgrafschaft Toerring]],[[römisch-katholisch]],"(nan, nan)",[[Gutenzell]]
628,Reichsabtei Heggbach,Heggbach,['Reichsabtei'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f958f95add0>,False,[nan],,,,,,"(nan, nan)",
629,Reichsabtei Hersfeld,Hersfeld,['Reichsabtei'],['DE-HE'],<wptools.page.WPToolsPage object at 0x7f958f95a810>,False,[nan],,,,,,"(nan, nan)",
630,Reichsabtei Kornelimünster,Kornelimünster,['Reichsabtei'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f958f95ae10>,False,[nan],,,,,,"(nan, nan)",
631,Reichsabtei Munsterbilzen,Munsterbilzen,['Reichsabtei'],['BE'],<wptools.page.WPToolsPage object at 0x7f958f8e2c50>,True,"['name', 'region', 'provinz', 'breitengrad', 'längengrad']",,,,,,"('05/31/34/E', '50/53/16/N')",
632,Reichsabtei Ochsenhausen,Ochsenhausen,['Reichsabtei'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f958f8e20d0>,True,"['name', 'wappen', 'karte', 'bildtext', 'alternativnamen', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichsmatrikel', 'reichskreis', 'kreistag', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'fläche', 'einwohner', 'nachfolger']",,,gewöhnlicher [[Abtei]],1803 Reichsgrafschaft [[Metternich (Adelsgeschlecht)]]-Winneburg; kleine Teile an die Grafen von Schaesberg und die Grafen von Sinzendorf; 1806 Anteile Metternich und Schaesberg an Königreich Württemberg; Anteil Sinzendorf an Königreich Bayern,[[Römisch-katholische Kirche|römisch-katholisch]],"(nan, nan)",[[Ochsenhausen]]
633,Reichsabtei Ottobeuren,Ottobeuren,['Reichsabtei'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f958f8e24d0>,True,"['name', 'wappen', 'karte', 'bildtext', 'alternativnamen', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichsmatrikel', 'reichskreis', 'karte reichskreis', 'kreistag', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'fläche', 'einwohner', 'nachfolger']",,,gewöhnlicher [[Abtei]]; Reichskloster;,1802/03 an das [[Kurfürstentum Bayern]],[[Römisch-katholische Kirche|römisch-katholisch]],"(nan, nan)",[[Ottobeuren]]
634,Reichsabtei Rot an der Rot,Rot an der Rot,['Reichsabtei'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f958f8e2690>,True,"['wappen', 'alternativnamen', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichsmatrikel', 'reichskreis', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'währung']",,,,,[[römisch-katholisch]],"(nan, nan)",[[Rot an der Rot]]
635,Reichsabtei Salem,Salem,['Abtei'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f958f8e2410>,True,"['titel', 'bild', 'beschreibung', 'lage', 'breitengrad', 'längengrad', 'region-iso', 'nummer', 'gründungsjahr', 'auflösung', 'mutterkloster', 'primarabtei', 'tochterklöster']",Schloss Salem (Nordfassade des Abteigebäudes),,,1804,,"('9/16/38/E', '47/46/34/N')",
636,Reichsabtei St. Maximin,Sankt Maximin,['Reichsabtei'],['DE-RP'],<wptools.page.WPToolsPage object at 0x7f958f8e6710>,False,[nan],,,,,,"(nan, nan)",
637,Reichsabtei Stablo-Malmedy,Stablo-Malmedy,['Reichsabtei'],"['BE', 'DE-RP']",<wptools.page.WPToolsPage object at 0x7f958f8e2510>,True,"['karte', 'bildtext', 'alternativnamen', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichsmatrikel', 'reichskreis', 'hauptstädte/residenzen', 'konfession/religion', 'fläche', 'einwohner', 'nachfolger']",,,,"1794: [[Erste Französische Republik|Frankreich]]: [[Ourthe (Département)|Département Ourthe]]<br />1815: Westteil zu [[Vereinigtes Königreich der Niederlande|Vereinigten Niederlanden]], Ostteil zu [[Provinz Jülich-Kleve-Berg|Preußen]]","[[Römisch-katholische Kirche|römisch-katholisch]], [[Juden|jüdische]] Minderheit","(nan, nan)","[[Kloster Stablo]], [[Kloster Malmedy]]"
638,Reichsburg Landskron,Landskron,['Reichsritter'],['DE-RP'],<wptools.page.WPToolsPage object at 0x7f958f8e63d0>,True,"['name', 'bild', 'bildbeschreibung', 'entstehungszeit', 'typologie n. geo. lage', 'erhaltungszustand', 'ständische stellung', 'heutiger ortsname', 'breitengrad', 'längengrad', 'region-iso', 'höhenordinate', 'höhe-bezug']",,,1206,,,"('7/10/20.18/E', '50/33/5.14/N')",
639,Reichsgrafschaft Ortenburg,Ortenburg,['Reichsgrafschaft'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f958f8e2f90>,True,"['wappen', 'karte', 'bildtext', 'alternativnamen', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichsmatrikel', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'nachfolger']",,,[[Herzogtum Bayern]],[[Kurpfalz-Bayern]] durch Verkauf 1805,"bis 1563 [[Römisch-katholische Kirche|katholisch]], danach [[Evangelisch-lutherische Kirchen|lutherisch]]","(nan, nan)",[[Ortenburg]]
640,Reichsherrschaft Bonndorf,Bonndorf,['Grafschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f958f8eef90>,True,"['wappen', 'alternativnamen', 'vorläufer', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichsmatrikel', 'reichskreis', 'kreistag', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'fläche', 'einwohner', 'nachfolger', 'siehe auch', 'karte']",,,[[Landgrafschaft Stühlingen]],"[[Säkularisation]] 1806;
[[Großherzogtum Baden]]",[[Römisch-katholische Kirche|römisch-katholisch]],"(nan, nan)",[[Bonndorf im Schwarzwald|Bonndorf]]
641,Reichsherrschaft Homburg,Homburg,['Reichsherrschaft'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f958f8ee390>,True,"['wappen', 'karte', 'bildtext', 'alternativnamen', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'fläche', 'einwohner', 'nachfolger']",,,,"1806: [[Großherzogtum Berg]] 
1816: [[Provinz Jülich-Kleve-Berg]]","[[römisch-katholisch]], 
seit 1563 [[Evangelisch-Lutherische Kirchen|lutherisch]],
 
seit 1605  [[Reformierte Kirche|reformiert]]","(nan, nan)",[[Schloss Homburg (Nümbrecht)| Homburg]]
642,Reichsitalien,Italien,['Königreich'],"['IT', 'FR']",<wptools.page.WPToolsPage object at 0x7f958f8eead0>,False,[nan],,,,,,"(nan, nan)",
643,Reichsstadt Aachen,Aachen,"['Freie Reichsstadt', 'Reichsstadt']",['DE-NW'],<wptools.page.WPToolsPage object at 0x7f958f8eea50>,False,[nan],,,,,,"(nan, nan)",
644,Reichsstadt Aalen,Aalen,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BW'],<wptools.page.WPToolsPage object at 0x7f958f8f5f50>,True,"['art', 'wappen', 'breitengrad', 'längengrad', 'lageplan', 'bundesland', 'regierungsbezirk', 'landkreis', 'höhe', 'plz', 'vorwahl', 'gemeindeschlüssel', 'locode', 'gliederung', 'adresse', 'website', 'bürgermeister', 'bürgermeistertitel', 'partei']",,,,,,"('10/05/37/E', '48/50/14/N')",
645,Reichsstadt Augsburg,Augsburg,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BY'],<wptools.page.WPToolsPage object at 0x7f958f8f5dd0>,True,"['art', 'wappen', 'breitengrad', 'längengrad', 'lageplan', 'bundesland', 'regierungsbezirk', 'höhe', 'plz', 'vorwahl', 'gemeindeschlüssel', 'nuts', 'locode', 'gliederung', 'adresse', 'website', 'bürgermeister', 'bürgermeistertitel', 'partei']",,,,,,"('10/53/54/E', '48/22/18/N')",
646,Reichsstadt Cambrai,Cambrai,"['Freie Reichsstadt', 'Reichsstadt']",['FR'],<wptools.page.WPToolsPage object at 0x7f958f8f9f90>,True,"['nomcommune', 'armoiries', 'région', 'département', 'arrondissement', 'canton', 'intercomm', 'insee', 'cp', 'longitude', 'latitude', 'alt moy', 'alt mini', 'alt maxi', 'km²', 'siteweb']",,,,,,"('03/14/05/O', '50/10/33/N')",
647,Reichsstadt Dinkelsbühl,Dinkelsbühl,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BY'],<wptools.page.WPToolsPage object at 0x7f958f8f9e50>,True,"['name', 'wappen', 'karte', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichskreis', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'nachfolger']",,,,1802/1803 [[Kurfürstentum Bayern|Kurbaiern]],"[[römisch-katholisch]], nach 1548: [[Simultaneum]]","(nan, nan)",[[Dinkelsbühl]]
648,Reichsstadt Dortmund,Dortmund,"['Freie Reichsstadt', 'Reichsstadt']",['DE-NW'],<wptools.page.WPToolsPage object at 0x7f958f8f9390>,False,[nan],,,,,,"(nan, nan)",
649,Reichsstadt Frankfurt,Frankfurt am Main,"['Freie Reichsstadt', 'Reichsstadt']",['DE-HE'],<wptools.page.WPToolsPage object at 0x7f958f8f9490>,False,[nan],,,,,,"(nan, nan)",
650,Reichsstadt Goslar,Goslar,"['Freie Reichsstadt', 'Reichsstadt']",['DE-NI'],<wptools.page.WPToolsPage object at 0x7f958f8f9ed0>,True,"['art', 'wappen', 'breitengrad', 'längengrad', 'lageplan', 'bundesland', 'landkreis', 'höhe', 'plz', 'vorwahl', 'gemeindeschlüssel', 'locode', 'gliederung', 'adresse', 'website', 'bürgermeister', 'bürgermeistertitel', 'partei']",,,,,,"('10/25/48/E', '51/54/26/N')",
651,Reichsstadt Herford,Herford,['Reichsstadt'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f958f8fefd0>,False,[nan],,,,,,"(nan, nan)",
652,Reichsstadt Isny,Isny,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BW'],<wptools.page.WPToolsPage object at 0x7f958f8fe9d0>,True,"['art', 'wappen', 'breitengrad', 'längengrad', 'lageplan', 'bundesland', 'regierungsbezirk', 'landkreis', 'höhe', 'plz', 'vorwahl', 'gemeindeschlüssel', 'straße', 'website', 'bürgermeister', 'partei']",,,,,,"('10/02/22/E', '47/41/31/N')",
653,Reichsstadt Lübeck,Lübeck,"['Freie Reichsstadt', 'Reichsstadt']",['DE-SH'],<wptools.page.WPToolsPage object at 0x7f958f8fe850>,True,"['art', 'wappen', 'breitengrad', 'längengrad', 'lageplan', 'lageplanbeschreibung', 'bundesland', 'höhe', 'plz', 'vorwahl', 'gemeindeschlüssel', 'nuts', 'locode', 'gliederung', 'adresse', 'website', 'bürgermeister', 'partei']",,,,,,"('10/41/02/E', '53/51/58/N')",
654,Reichsstadt Münster im Gregoriental,Münster im Gregoriental,"['Freie Reichsstadt', 'Reichsstadt']",['FR'],<wptools.page.WPToolsPage object at 0x7f958f905fd0>,True,"['wappen', 'name', 'alternativnamen', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichsmatrikel', 'reichskreis', 'kreistag', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'einwohner', 'nachfolger', 'siehe auch', 'karte']",,,Reichsabtei Münster,[[Frankreich]] nach 1648,"erst [[römisch-katholisch]], dann [[evangelisch-lutherisch]]","(nan, nan)",[[Munster (Haut-Rhin)|Münster]]
655,Reichsstadt Nordhausen,Nordhausen,"['Freie Reichsstadt', 'Reichsstadt']",['DE'],<wptools.page.WPToolsPage object at 0x7f958f905f50>,True,"['art', 'wappen', 'breitengrad', 'längengrad', 'lageplan', 'lageplanbeschreibung', 'bundesland', 'landkreis', 'höhe', 'plz', 'vorwahl', 'gemeindeschlüssel', 'locode', 'gliederung', 'adresse', 'website', 'bürgermeister', 'bürgermeistertitel']",,,,,,"('10/47/29/E', '51/30/01/N')",
656,Reichsstadt Nürnberg,Nürnberg,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BY'],<wptools.page.WPToolsPage object at 0x7f958f905f90>,True,"['name', 'wappen', 'karte', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichskreis', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'fläche', 'nachfolger']",,,,1806 [[Königreich Bayern]],"[[römisch-katholisch]], ab 1525: [[lutherisch]]","(nan, nan)",[[Nürnberg]]
657,Reichsstadt Regensburg,Regensburg,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BY'],<wptools.page.WPToolsPage object at 0x7f958f909250>,True,"['art', 'wappen', 'breitengrad', 'längengrad', 'lageplan', 'bundesland', 'regierungsbezirk', 'höhe', 'plz', 'vorwahl', 'gemeindeschlüssel', 'nuts', 'gliederung', 'adresse', 'website', 'bürgermeister', 'bürgermeistertitel', 'partei']",,,,,,"('12/05/49/E', '49/01/02/N')",
658,Reichsstadt Rothenburg,Rothenburg ob der Tauber,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BY'],<wptools.page.WPToolsPage object at 0x7f958f909f10>,True,"['art', 'wappen', 'breitengrad', 'längengrad', 'lageplan', 'bundesland', 'regierungsbezirk', 'landkreis', 'höhe', 'plz', 'vorwahl', 'gemeindeschlüssel', 'locode', 'gliederung', 'adresse', 'website', 'bürgermeister', 'bürgermeistertitel', 'partei']",,,,,,"('10/10/44/E', '49/22/39/N')",
659,Reichsstift Elten,Elten,['Reichsstift'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f958f90df50>,False,[nan],,,,,,"(nan, nan)",
660,Reichsstift Kaisheim,Kaisheim,"['Stift (Kirche)', 'Reichsstift']",['DE-BY'],<wptools.page.WPToolsPage object at 0x7f958f909990>,True,"['titel', 'bild', 'beschreibung', 'lage', 'bistum', 'breitengrad', 'längengrad', 'region-iso', 'nummer', 'gründungsjahr', 'auflösung', 'mutterkloster', 'tochterklöster']",ehem. Reichsabtei Kaisheim - Nordostflügel,,,[[1802]],,"('10.7983', '48.7673')",
661,Reichsstift Thorn,Thorn,"['Stift (Kirche)', 'Reichsstift']",['NL'],<wptools.page.WPToolsPage object at 0x7f958f909310>,True,"['name', 'wappen', 'karte', 'bildtext', 'alternativnamen', 'staatsoberhaupt', 'region-iso', 'reichskreis', 'kreistag', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'fläche', 'einwohner', 'nachfolger']",,,,1795: [[Meuse-Inférieure|Frankreich]]<br />1815: [[Königreich der Vereinigten Niederlande|Niederlande]],[[römisch-katholisch]],"(nan, nan)",[[Thorn (Limburg)|Thorn]]
662,Reichstal Harmersbach,Harmersbach,"['Reichsunmittelbarkeit', 'Reichsunmittelbare']",[],<wptools.page.WPToolsPage object at 0x7f958f9092d0>,False,[nan],,,,,,"(nan, nan)",
663,Reichsunmittelbare Stadt Triest und ihr Gebiet,Triest,"['Reichsunmittelbarkeit', 'Reichsunmittelbare']",['IT'],<wptools.page.WPToolsPage object at 0x7f958f909390>,False,[nan],,,,,,"(nan, nan)",
664,Reifferscheid (Adelsgeschlecht),Reifferscheid,"['Herrschaft (Territorium)', 'Herrschaft']",['DE-NW'],<wptools.page.WPToolsPage object at 0x7f958f9090d0>,True,"['name', 'wappen', 'karte', 'bildtext', 'alternativnamen', 'region-iso', 'hauptstädte/residenzen', 'nachfolger']",,,,nach 1202: Abspaltung von [[Wildenberg (Adelsgeschlecht)|Wildenberg]]<br />1416/55: [[Salm (Adelsgeschlecht)|Haus Salm-Reifferscheid]],,"(nan, nan)",[[Burg Reifferscheid]]
665,Republik Florenz,Florenz,['Republik'],['IT'],<wptools.page.WPToolsPage object at 0x7f958f9124d0>,True,"['name-amtssprache', 'name-deutsch', 'zeitraum', 'bild-flagge', 'artikel-flagge', 'bild-wappen', 'artikel-wappen', 'amtssprache', 'hauptstadt', 'staats- und regierungsform', 'währung', 'bild-lage', 'bild-lage-beschreibung']",,,,,,"(nan, nan)",
666,Republik Genua,Genua,['Republik'],"['IT', 'FR']",<wptools.page.WPToolsPage object at 0x7f958f912f90>,True,"['name-amtssprache', 'name-deutsch', 'zeitraum', 'bild-flagge', 'artikel-flagge', 'bild-wappen', 'artikel-wappen', 'hauptstadt', 'einwohner', 'staatsform', 'bild-lage', 'bild-lage-beschreibung']",,,,,,"(nan, nan)",
667,Republik Gersau,Gersau,['Republik'],['CH'],<wptools.page.WPToolsPage object at 0x7f958f912f10>,True,"['name', 'wappen', 'karte', 'bildtext', 'alternativnamen', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichskreis', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'fläche', 'nachfolger']",,,"1332: Bündnis mit [[Luzern]], [[Kanton Uri|Uri]], [[Kanton Schwyz|Schwyz]] und [[Unterwalden]]",1798: [[Kanton Waldstätten]] <br /> 1803: [[Kanton Schwyz]] <br /> 1814–17: Republik Gersau <br /> ab 1818: [[Kanton Schwyz]],[[Römisch-katholische Kirche|römisch-katholisch]],"(nan, nan)",[[Gersau]]
668,Republik Siena,Siena,['Republik'],['IT'],<wptools.page.WPToolsPage object at 0x7f958f909a10>,True,"['name-amtssprache', 'name-deutsch', 'zeitraum', 'bild-flagge', 'artikel-flagge', 'bild-wappen', 'artikel-wappen', 'wahlspruch', 'amtssprache', 'hauptstadt', 'staatsform', 'bild-lage', 'bild-lage-beschreibung']",,,,,,"(nan, nan)",
669,Reutlingen,Reutlingen,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BW'],<wptools.page.WPToolsPage object at 0x7f958f91bfd0>,True,"['art', 'wappen', 'breitengrad', 'längengrad', 'lageplan', 'bundesland', 'regierungsbezirk', 'landkreis', 'höhe', 'plz', 'vorwahl', 'gemeindeschlüssel', 'locode', 'gliederung', 'adresse', 'website', 'bürgermeister', 'bürgermeistertitel', 'partei']",,,,,,"('09/13//E', '48/29//N')",
670,Reuß älterer Linie,Reuß-Untergreiz,['Grafschaft'],['DE-TH'],<wptools.page.WPToolsPage object at 0x7f958f91b890>,True,"['landesname', 'flagge', 'wappen', 'karte', 'hauptstadt', 'regierungsform', 'staatsoberhaupt', 'dynastie', 'periode', 'fläche', 'einwohner', 'vorläufer', 'nachfolger', 'hymne', 'karte kaiserreich', 'bundesrat', 'kfz-kennzeichen']",,,,,,"(nan, nan)",
671,Reuß älterer Linie,Reuß-Obergreiz,['Grafschaft'],['DE-TH'],<wptools.page.WPToolsPage object at 0x7f958f91eed0>,True,"['landesname', 'flagge', 'wappen', 'karte', 'hauptstadt', 'regierungsform', 'staatsoberhaupt', 'dynastie', 'periode', 'fläche', 'einwohner', 'vorläufer', 'nachfolger', 'hymne', 'karte kaiserreich', 'bundesrat', 'kfz-kennzeichen']",,,,,,"(nan, nan)",
672,Reuß-Ebersdorf,Reuß-Ebersdorf,['Grafschaft'],['DE-TH'],<wptools.page.WPToolsPage object at 0x7f958f91ee10>,False,[nan],,,,,,"(nan, nan)",
673,Reuß-Gera,Reuß-Gera,['Grafschaft'],['DE-TH'],<wptools.page.WPToolsPage object at 0x7f958f91efd0>,False,[nan],,,,,,"(nan, nan)",
674,Reuß-Lobenstein,Reuß-Lobenstein,['Grafschaft'],['DE-TH'],<wptools.page.WPToolsPage object at 0x7f958f91ed50>,False,[nan],,,,,,"(nan, nan)",
675,Reuß-Schleiz,Reuß-Schleiz,['Grafschaft'],['DE-TH'],<wptools.page.WPToolsPage object at 0x7f958f91ed90>,False,[nan],,,,,,"(nan, nan)",
