,old_name,modern_name,type_of_rule,modern_country,wikipage,wikibase,description,instance_of,inception,dissolved,religion,geoLoc,capital
365,Herzogtum Lothringen,Lothringen,['Herzogtum'],"['FR', 'DE-SL', 'PL']",<wptools.page.WPToolsPage object at 0x7f2a28cc7f10>,Q155019,former state,duchy,+0959-00-00T00:00:00Z,+1766-01-01T00:00:00Z,,"(6.183611, 48.692778)",Nancy
366,Herzogtum Magdeburg,Magdeburg,['Herzogtum'],"['DE-ST', 'DE-BB']",<wptools.page.WPToolsPage object at 0x7f2a28cc7550>,Q702012,duchy in Central Europe between 1680–1807,duchy,+1680-01-01T00:00:00Z,+1807-01-01T00:00:00Z,,"(12.05, 51.85)",Magdeburg
367,Herzogtum Mailand,Mailand,['Herzogtum'],"['IT', 'CH']",<wptools.page.WPToolsPage object at 0x7f2a28cc7d50>,Q153529,former duchy in Italy (1395–1447 and 1450–1796),duchy,+1395-05-11T00:00:00Z,+1797-10-17T00:00:00Z,Catholic Church,"(9.1666694444444, 45.466669444444)",Milan
368,Herzogtum Mantua,Mantua,['Markgrafschaft'],['IT'],<wptools.page.WPToolsPage object at 0x7f2a28cc7590>,Q766501,,duchy,+1273-01-01T00:00:00Z,+1797-01-01T00:00:00Z,,"(10.791111, 45.156389)",Mantua
369,Herzogtum Modena,Modena,['Herzogtum'],['IT'],<wptools.page.WPToolsPage object at 0x7f2a28cc7950>,Q252580,former country,historical country,+1452-01-01T00:00:00Z,+1859-01-01T00:00:00Z,Catholic Church,,Modena
370,Herzogtum Modena-Breisgau,Modena-Breisgau,['Herzogtum'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28cc7b90>,Q10268939,,,,,,,
371,Herzogtum Münsterberg,Münsterberg,['Herzogtum'],['PL'],<wptools.page.WPToolsPage object at 0x7f2a28ccff90>,Q467236,,Duchies of Silesia,+1321-01-01T00:00:00Z,+1791-01-01T00:00:00Z,,"(17.0333, 50.6)",Ziębice
372,Herzogtum Nassau,Nassau,['Grafschaft'],"['DE-HE', 'DE-RP', 'DE-NW', 'DE-SL']",<wptools.page.WPToolsPage object at 0x7f2a28ccf610>,Q836680,state,state in the Confederation of the Rhine,+1806-01-01T00:00:00Z,+1866-01-01T00:00:00Z,,,Weilburg
373,Herzogtum Niederbayern,Niederbayern,['Herzogtum'],['DE'],<wptools.page.WPToolsPage object at 0x7f2a28ccf990>,Q875109,duchy (1255-1340 and 1349-1392),duchy,+1255-00-00T00:00:00Z,+1340-00-00T00:00:00Z,,,
374,Herzogtum Niederlothringen,Niederlothringen,['Herzogtum'],['FR'],<wptools.page.WPToolsPage object at 0x7f2a28ccfd90>,Q660393,duchy,duchy,+0959-00-00T00:00:00Z,+1190-00-00T00:00:00Z,,,
375,Herzogtum Ober- und Niederschlesien,Niederschlesien,['Herzogtum'],['PL'],<wptools.page.WPToolsPage object at 0x7f2a28ccf550>,Q298874,former autonomous region of the Kingdom of Bohemia and the Austrian Empire,crown land of the Austrian Empire,+1742-01-01T00:00:00Z,+1918-01-01T00:00:00Z,,"(17.904444444444, 49.938055555556)",Opava
376,Herzogtum Oberbayern,Oberbayern,['Herzogtum'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28ccfe90>,Q462329,,duchy,,,,,
377,Herzogtum Oberlothringen,Oberlothringen,['Herzogtum'],['FR'],<wptools.page.WPToolsPage object at 0x7f2a28cd7110>,Q460774,duchy,duchy,,,,,
378,Herzogtum Oberschlesien,Oberschlesien,['Herzogtum'],['PL'],<wptools.page.WPToolsPage object at 0x7f2a28cd7b90>,Q298874,former autonomous region of the Kingdom of Bohemia and the Austrian Empire,crown land of the Austrian Empire,+1742-01-01T00:00:00Z,+1918-01-01T00:00:00Z,,"(17.904444444444, 49.938055555556)",Opava
379,Herzogtum Oels,Oels,['Fürstentum'],['PL'],<wptools.page.WPToolsPage object at 0x7f2a28cd7710>,Q534894,principality,principality,+1313-01-01T00:00:00Z,+1884-01-01T00:00:00Z,,"(17.3902, 51.2117)",
380,Herzogtum Oldenburg,Oldenburg,['Herzogtum'],['DE-NI'],<wptools.page.WPToolsPage object at 0x7f2a28cd7d10>,Q697084,historical duchy centered on Oldenburg in what is now north-western Germany,historical country,+1180-01-01T00:00:00Z,+1810-01-01T00:00:00Z,,"(8.2138888888889, 53.143888888889)",Oldenburg
381,Herzogtum Oppeln,Oppeln,['Herzogtum'],['PL'],<wptools.page.WPToolsPage object at 0x7f2a28cd7e10>,Q661980,one of the duchies of Silesia,duchy,+1172-01-01T00:00:00Z,+1532-01-01T00:00:00Z,,"(17.9217, 50.6735)",Opole
382,Herzogtum Parma,Parma,['Herzogtum'],['IT'],<wptools.page.WPToolsPage object at 0x7f2a28cd75d0>,Q165040,former Italian state (1545–1802; 1814–1859),historical country,+1545-01-01T00:00:00Z,+1859-01-01T00:00:00Z,Catholic Church,"(10.328, 44.801472)",Parma
383,Herzogtum Pommern,Pommern,['Herzogtum'],"['DE-MV', 'DE-BB', 'PL']",<wptools.page.WPToolsPage object at 0x7f2a28cd7f90>,Q696640,"a Middle Ages territory, whose land is now part of Germany and Poland",state in the Holy Roman Empire,+1121-01-01T00:00:00Z,+1637-01-01T00:00:00Z,,,Szczecin
384,Herzogtum Ratibor,Ratibor,['Herzogtum'],"['PL', 'CZ']",<wptools.page.WPToolsPage object at 0x7f2a28cd7850>,Q700117,,duchy,+1172-01-01T00:00:00Z,+1521-01-01T00:00:00Z,,"(18.2101, 50.089)",Racibórz
385,Herzogtum Sachsen (1485–1806),Sachsen,['Herzogtum'],"['DE-SN', 'DE-ST']",<wptools.page.WPToolsPage object at 0x7f2a28cd7990>,Q520782,aspect of history,aspect of history,,,,,
386,Herzogtum Sachsen (1547–1572),Sachsen,['Herzogtum'],['DE-TH'],<wptools.page.WPToolsPage object at 0x7f2a28cd7bd0>,Q1615471,geographic region,geographic region,,,,,
387,Herzogtum Sachsen-Coburg und Gotha,Sachsen-Coburg und Gotha,['Herzogtum'],"['DE-TH', 'DE-BY']",<wptools.page.WPToolsPage object at 0x7f2a28cd7ed0>,Q3462133,collective name for the duchies of Saxe-Coburg and Saxe-Gotha in Germany,Ernestine duchies,+1826-01-01T00:00:00Z,+1918-01-01T00:00:00Z,,,Coburg
388,Herzogtum Sagan,Sagan,['Herzogtum'],"['CZ', 'DE', 'PL']",<wptools.page.WPToolsPage object at 0x7f2a28c62f50>,Q568471,former country,historical country,+1274-01-01T00:00:00Z,+1549-01-01T00:00:00Z,,"(15.3167, 51.6167)",Żagań
389,Herzogtum Savoyen,Savoyen,['Grafschaft'],"['FR', 'IT', 'CH']",<wptools.page.WPToolsPage object at 0x7f2a28c62a90>,Q426025,State in Western Europe that existed from 1416 to 1860,state in the Holy Roman Empire,+1416-01-01T00:00:00Z,+1860-01-01T00:00:00Z,,,Chambéry
390,Herzogtum Schlesien,Schlesien,['Herzogtum'],"['CZ', 'DE-SN', 'PL']",<wptools.page.WPToolsPage object at 0x7f2a28c62ed0>,Q568638,Medieval duchy in Poland,duchy,+1138-01-01T00:00:00Z,+1335-01-01T00:00:00Z,,"(17.033333333333335, 51.11666666666667)",Wrocław
391,Herzogtum Schwaben,Schwaben,['Herzogtum'],"['DE-BW', 'DE-BY', 'CH', 'FL', 'AT']",<wptools.page.WPToolsPage object at 0x7f2a28c62a50>,Q693980,duchy of Holy Roman Empire (909-1268),historical country,+0917-00-00T00:00:00Z,+1268-01-01T00:00:00Z,,,
392,Herzogtum Schweidnitz-Jauer,Jauer,['Fürstentum'],['PL'],<wptools.page.WPToolsPage object at 0x7f2a28cd7a50>,Q561204,,Duchies of Silesia,+1274-01-01T00:00:00Z,+1392-01-01T00:00:00Z,,"(16.2, 51.05)",
393,Herzogtum Schweidnitz-Jauer,Schweidnitz,['Fürstentum'],['PL'],<wptools.page.WPToolsPage object at 0x7f2a28c62090>,Q561204,,Duchies of Silesia,+1274-01-01T00:00:00Z,+1392-01-01T00:00:00Z,,"(16.2, 51.05)",
394,Herzogtum Steier,Steiermark,['Herzogtum'],"['AT', 'SI']",<wptools.page.WPToolsPage object at 0x7f2a28c67b50>,Q1517158,aspect of history,aspect of history,+1180-01-01T00:00:00Z,,,,
395,Herzogtum Teck,Teck,['Herzogtum'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28c67c90>,Q429342,noble family,noble family,+1187-01-01T00:00:00Z,,,,
396,Herzogtum Troppau,Troppau,['Fürstentum'],"['CZ', 'PL']",<wptools.page.WPToolsPage object at 0x7f2a28c67850>,Q566639,,duchy,+1269-01-01T00:00:00Z,+1918-00-00T00:00:00Z,,,Opava
397,Herzogtum Westfalen,Westfalen,['Herzogtum'],"['DE-NW', 'DE-HE']",<wptools.page.WPToolsPage object at 0x7f2a28c67cd0>,Q657241,Principality of the Holy Roman Empire,state in the Holy Roman Empire,+1180-01-01T00:00:00Z,+1803-00-00T00:00:00Z,,"(8.1155, 50.9156)",Arnsberg
398,Hessen-Eschwege,Hessen-Eschwege,"['Graf#Landgraf', 'Landgrafschaft']",['DE-HE'],<wptools.page.WPToolsPage object at 0x7f2a28c67e10>,Q1615746,countship,countship,,,,,
399,Hessen-Homburg,Hessen-Homburg,"['Graf#Landgraf', 'Landgrafschaft']",['DE-HE'],<wptools.page.WPToolsPage object at 0x7f2a28c67b90>,Q694269,countship,landgraviate,+1622-01-01T00:00:00Z,+1866-01-01T00:00:00Z,,,Bad Homburg vor der Höhe
400,Hessen-Marburg,Hessen-Marburg,"['Graf#Landgraf', 'Landgrafschaft']",['DE-HE'],<wptools.page.WPToolsPage object at 0x7f2a28c67690>,Q673837,State of the Holy Roman Empire,landgraviate,+1458-01-01T00:00:00Z,+1604-01-01T00:00:00Z,,"(8.7708333333333, 50.81)",Marburg
401,Hessen-Rheinfels,Hessen-Rheinfels,"['Graf#Landgraf', 'Landgrafschaft']",['DE-RP'],<wptools.page.WPToolsPage object at 0x7f2a28c67950>,Q451519,countship,countship,+1567-00-00T00:00:00Z,+1583-00-00T00:00:00Z,,,
402,Hessen-Rotenburg,Hessen-Rotenburg,"['Graf#Landgraf', 'Landgrafschaft']","['DE-HE', 'DE-RP']",<wptools.page.WPToolsPage object at 0x7f2a28c678d0>,Q463845,,historical country,+1649-00-00T00:00:00Z,+1834-00-00T00:00:00Z,,,
403,Hessen-Wanfried,Hessen-Wanfried,"['Graf#Landgraf', 'Landgrafschaft']",['DE-HE'],<wptools.page.WPToolsPage object at 0x7f2a28c67a10>,Q471823,countship,countship,,,,,
404,Hinterpommern,Hinterpommern,['Herzogtum'],['PL'],<wptools.page.WPToolsPage object at 0x7f2a28c72c50>,Q262269,geographic region,geographic region,,,,,
405,Hochgericht Nalbacher Tal,Nalbacher Tal,"['Herrschaft (Territorium)', 'Herrschaft']",['DE-SL'],<wptools.page.WPToolsPage object at 0x7f2a28c72e10>,Q2536030,,herrschaft,,,,,
406,Hochstift Augsburg,Augsburg,['Hochstift'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28c727d0>,Q173863,,Hochstift,,+1803-01-01T00:00:00Z,,,
407,Hochstift Bamberg,Bamberg,['Hochstift'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28c72510>,Q561334,ecclesiastical State of the Holy Roman Empire,ecclesiastical principality,+1007-01-01T00:00:00Z,+1802-01-01T00:00:00Z,,"(10.953333333333, 50.031111111111)",
408,Hochstift Basel,Basel,['Hochstift'],"['CH', 'DE-BW']",<wptools.page.WPToolsPage object at 0x7f2a28c72290>,Q319586,principality,principality,,+1803-01-01T00:00:00Z,,,
409,Hochstift Brandenburg,Brandenburg,['Hochstift'],"['DE-BB', 'DE-ST']",<wptools.page.WPToolsPage object at 0x7f2a28c72d50>,Q182492,,diocese of the Catholic Church,+1165-01-01T00:00:00Z,+1571-00-00T00:00:00Z,Catholic Church,"(12.56249, 52.40842)",Brandenburg an der Havel
410,Hochstift Brixen,Brixen,['Hochstift'],['IT'],<wptools.page.WPToolsPage object at 0x7f2a28c7cf10>,Q1249360,diocese of the Catholic Church,diocese of the Catholic Church,+0600-00-00T00:00:00Z,,Catholicism,,
411,Hochstift Cambrai,Cambrai,,['FR'],<wptools.page.WPToolsPage object at 0x7f2a28c7ca50>,Q558311,natural region and former province of France,historical province of France,,,,,Cambrai
412,Hochstift Cambrai,Cambrai,['Hochstift'],['FR'],<wptools.page.WPToolsPage object at 0x7f2a28c7c550>,Q558311,natural region and former province of France,historical province of France,,,,,Cambrai
413,Hochstift Chur,Chur,['Hochstift'],['CH'],<wptools.page.WPToolsPage object at 0x7f2a28c80fd0>,Q681120,diocese of the Catholic Church,diocese of the Catholic Church,,,Catholic Church,,
414,Hochstift Eichstätt,Eichstätt,['Hochstift'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28c80390>,Q318987,,ecclesiastical principality,+1305-01-01T00:00:00Z,+1802-01-01T00:00:00Z,,,Eichstätt
415,Hochstift Freising,Freising,['Hochstift'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28c800d0>,Q259511,,Hochstift,+1294-00-00T00:00:00Z,+1803-00-00T00:00:00Z,,,
416,Hochstift Fulda,Fulda,['Abtei'],['DE-HE'],<wptools.page.WPToolsPage object at 0x7f2a28c83f50>,Q20820384,,territory,,,,"(9.67175007, 50.55402756)",
417,Hochstift Genf,Genf,['Hochstift'],"['CH', 'FR']",<wptools.page.WPToolsPage object at 0x7f2a28c80f10>,Q673563,diocese of the Catholic Church,diocese of the Catholic Church,+1821-01-01T00:00:00Z,,Catholic Church,,
418,Hochstift Halberstadt,Halberstadt,['Hochstift'],['DE-ST'],<wptools.page.WPToolsPage object at 0x7f2a28c80d50>,Q15880986,,ecclesiastical principality,,,,,
419,Hochstift Havelberg,Havelberg,['Hochstift'],"['DE-BB', 'DE-ST']",<wptools.page.WPToolsPage object at 0x7f2a28c89f90>,Q535236,,former Roman Catholic diocese,+1151-00-00T00:00:00Z,+1598-01-01T00:00:00Z,Catholic Church,,Havelberg
420,Hochstift Hildesheim,Hildesheim,['Hochstift'],['DE-NI'],<wptools.page.WPToolsPage object at 0x7f2a28c83f10>,Q1622364,,ecclesiastical principality,+1235-01-01T00:00:00Z,+1803-01-01T00:00:00Z,,,Hildesheim
421,Hochstift Konstanz,Konstanz,['Hochstift'],"['DE-BW', 'CH']",<wptools.page.WPToolsPage object at 0x7f2a28c89790>,Q896856,Principality of the Holy Roman Empire,Hochstift,,,,,
422,Hochstift Lausanne,Lausanne,['Hochstift'],['CH'],<wptools.page.WPToolsPage object at 0x7f2a28c89810>,Q673563,diocese of the Catholic Church,diocese of the Catholic Church,+1821-01-01T00:00:00Z,,Catholic Church,,
423,Hochstift Lübeck,Lübeck,['Hochstift'],['DE-SH'],<wptools.page.WPToolsPage object at 0x7f2a28c8ec50>,Q527527,,Hochstift,+1160-01-01T00:00:00Z,+1803-01-01T00:00:00Z,,,Eutin
424,Hochstift Lüttich,Lüttich,['Hochstift'],['BE'],<wptools.page.WPToolsPage object at 0x7f2a28c8ef50>,Q158835,ecclesiastic state of the Holy Roman Empire,ecclesiastical principality,+0985-01-01T00:00:00Z,+1795-01-01T00:00:00Z,Catholicism,"(5.5, 50.66666667)",Liège
425,Hochstift Meißen,Meißen,['Hochstift'],['DE-SN'],<wptools.page.WPToolsPage object at 0x7f2a28c8e790>,Q650412,diocese of the Catholic Church,diocese of the Catholic Church,,+1000-00-00T00:00:00Z,Catholic Church,,
426,Hochstift Merseburg,Merseburg,['Hochstift'],['DE-ST'],<wptools.page.WPToolsPage object at 0x7f2a28c8eb50>,Q566770,diocese,former Roman Catholic diocese,+1004-00-00T00:00:00Z,+1565-00-00T00:00:00Z,Catholic Church,,
427,Hochstift Metz,Metz,['Hochstift'],['FR'],<wptools.page.WPToolsPage object at 0x7f2a28c8ecd0>,Q4918043,Prince-bishopric of the Holy Roman Empire,ecclesiastical principality,,+1552-01-01T00:00:00Z,,,Metz
428,Hochstift Minden,Minden,['Hochstift'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f2a28c92f50>,Q650645,,Hochstift,+1180-01-01T00:00:00Z,+1648-01-01T00:00:00Z,,"(8.85361, 52.3156)",Minden
429,Hochstift Münster,Münster,['Hochstift'],"['DE-NW', 'DE-NI']",<wptools.page.WPToolsPage object at 0x7f2a28c92d10>,Q697254,ecclesiastical principality in the Holy Roman Empire,ecclesiastical principality,+1180-01-01T00:00:00Z,+1802-01-01T00:00:00Z,Catholic Church,"(7.625628, 51.963032)",Münster
430,Hochstift Naumburg,Naumburg,['Hochstift'],['DE'],<wptools.page.WPToolsPage object at 0x7f2a28c92090>,Q315609,diocese,diocese of the Catholic Church,+0968-01-02T00:00:00Z,+1656-00-00T00:00:00Z,Catholic Church,"(11.81, 51.1525)",
431,Hochstift Osnabrück,Osnabrück,['Hochstift'],['DE-NI'],<wptools.page.WPToolsPage object at 0x7f2a28c927d0>,Q477035,ecclesiastical principality of the Holy Roman Empire from 1225 until 1803,ecclesiastical principality,+1225-01-01T00:00:00Z,+1803-01-01T00:00:00Z,,"(8.14639, 52.2833)",
432,Hochstift Paderborn,Paderborn,['Hochstift'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f2a28c9bf50>,Q649192,,ecclesiastical principality,+1281-01-01T00:00:00Z,+1802-01-01T00:00:00Z,,"(8.75628, 51.7187)",Paderborn
433,Hochstift Passau,Passau,['Hochstift'],"['DE-BY', 'AT']",<wptools.page.WPToolsPage object at 0x7f2a28c9bd50>,Q884763,,ecclesiastical principality,,,,,Passau
434,Hochstift Ratzeburg,Ratzeburg,['Hochstift'],"['DE-MV', 'DE-SH']",<wptools.page.WPToolsPage object at 0x7f2a28c9bc10>,Q664659,diocese,former Roman Catholic diocese,+1236-00-00T00:00:00Z,+1648-01-01T00:00:00Z,Catholic Church,,
435,Hochstift Regensburg,Regensburg,['Hochstift'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28c9bdd0>,Q329522,,ecclesiastical principality,+1201-01-01T00:00:00Z,+1803-01-01T00:00:00Z,,,
436,Hochstift Schwerin,Schwerin,['Hochstift'],['DE'],<wptools.page.WPToolsPage object at 0x7f2a28c9bb50>,Q780721,diocese of the Catholic Church,diocese of the Catholic Church,,+1648-00-00T00:00:00Z,Catholic Church,,
437,Hochstift Sitten,Sitten,['Hochstift'],['CH'],<wptools.page.WPToolsPage object at 0x7f2a28c22190>,Q869930,diocese of the Catholic Church,roman catholic diocese,+0999-01-01T00:00:00Z,+1798-01-01T00:00:00Z,Catholic Church,,Sion
438,Hochstift Speyer,Speyer,['Hochstift'],"['DE-RP', 'DE-BW']",<wptools.page.WPToolsPage object at 0x7f2a28c22710>,Q574644,,ecclesiastical principality,+0888-01-01T00:00:00Z,+1803-01-01T00:00:00Z,,,Speyer
439,Hochstift Straßburg,Straßburg,['Hochstift'],['FR'],<wptools.page.WPToolsPage object at 0x7f2a28c224d0>,Q771332,"Ecclesiastic principality in Alsace (Holy Roman Empire, present-day France)",ecclesiastical principality,+0982-00-00T00:00:00Z,+1803-01-01T00:00:00Z,,"(7.74861, 48.5844)",Strasbourg
440,Hochstift Toul,Toul,['Hochstift'],['FR'],<wptools.page.WPToolsPage object at 0x7f2a28c22210>,Q328001,A former Roman Catholic diocese seated at Toul in present-day France,former Roman Catholic diocese,+1048-00-00T00:00:00Z,+1801-00-00T00:00:00Z,Catholic Church,"(5.894172, 48.675483)",
441,Hochstift Trient,Trient,['Hochstift'],['IT'],<wptools.page.WPToolsPage object at 0x7f2a28c22750>,Q651468,Roman Catholic Archdiocese in Italy,roman catholic metropolitan archdiocese,,,Catholicism,,
442,Hochstift Utrecht,Utrecht,['Hochstift'],['NL'],<wptools.page.WPToolsPage object at 0x7f2a28c27490>,Q707767,former principality in Holland,principality,+1024-01-01T00:00:00Z,+1528-01-01T00:00:00Z,,,Utrecht
443,Hochstift Verden,Verden,['Hochstift'],['DE-NI'],<wptools.page.WPToolsPage object at 0x7f2a28c27510>,Q15852601,,duchy,,,,,
444,Hochstift Verdun,Verdun,['Hochstift'],['FR'],<wptools.page.WPToolsPage object at 0x7f2a28c2dc50>,Q877817,diocese of the Catholic Church,diocese of the Catholic Church,,,Catholicism,,
445,Hochstift Worms,Worms,['Hochstift'],['DE-RP'],<wptools.page.WPToolsPage object at 0x7f2a28c2ddd0>,Q79776621,,,,,,,
446,Hoerstgen,Hoerstgen,"['Herrschaft (Territorium)', 'Herrschaft']",['DE-NW'],<wptools.page.WPToolsPage object at 0x7f2a28c2de50>,Q1622841,"part of Kamp-Lintfort, Germany",Ortsteil,,,,"(6.47, 51.5103)",
447,Hohenlohe (Adelsgeschlecht),Hohenlohe,['Grafschaft'],"['DE-BW', 'DE-BY']",<wptools.page.WPToolsPage object at 0x7f2a28c2ded0>,Q705240,noble family,noble family,+1450-01-01T00:00:00Z,+1806-01-01T00:00:00Z,Catholic Church,,Öhringen
448,Hohenzollern-Haigerloch,Hohenzollern-Haigerloch,['Grafschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28c2db90>,Q316124,German historical principality,countship,+1576-01-01T00:00:00Z,+1767-01-01T00:00:00Z,,,Haigerloch
449,Hohenzollern-Hechingen,Hohenzollern-Hechingen,['Fürstentum'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28c32bd0>,Q673865,historical German principality,countship,+1576-01-01T00:00:00Z,+1850-01-01T00:00:00Z,,,Hechingen
450,Hohenzollern-Sigmaringen,Hohenzollern-Sigmaringen,['Fürstentum'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28c32fd0>,Q157013,historical principality in Germany,countship,+1576-01-01T00:00:00Z,+1850-03-00T00:00:00Z,Catholicism,"(9.216666666666667, 48.083333333333336)",Sigmaringen
451,Hohkönigsburg#Geschichte,Thierstein und Hochkönigsburg,"['Herrschaft (Territorium)', 'Herrschaften']",['FR'],<wptools.page.WPToolsPage object at 0x7f2a28c32c50>,Q1552366,castle in Alsace,castle,+1114-00-00T00:00:00Z,,,"(7.3441666666667, 48.249444444444)",
452,Holstein-Itzehoe,Holstein-Itzehoe,['Grafschaft'],['DE-SH'],<wptools.page.WPToolsPage object at 0x7f2a28c32d50>,Q895481,countship,countship,,,,,
453,Holstein-Kiel,Holstein-Kiel,['Grafschaft'],['DE-SH'],<wptools.page.WPToolsPage object at 0x7f2a28c32850>,Q1625118,noble family,noble family,,,,,
454,Holstein-Pinneberg,Holstein-Pinneberg,['Grafschaft'],"['DE-SH', 'DE-HH']",<wptools.page.WPToolsPage object at 0x7f2a28c32f90>,Q883469,countship,countship,+1290-01-01T00:00:00Z,+1640-01-01T00:00:00Z,,,
455,Holstein-Plön,Holstein-Plön,['Grafschaft'],['DE-SH'],<wptools.page.WPToolsPage object at 0x7f2a28c39d50>,Q1625119,noble family,noble family,,,,,
456,Holstein-Rendsburg,Holstein-Rendsburg,['Grafschaft'],"['DE-SH', 'DE-HH']",<wptools.page.WPToolsPage object at 0x7f2a28c32ad0>,Q163726,noble family,noble family,+1290-01-01T00:00:00Z,+1459-01-01T00:00:00Z,,,
457,Holstein-Segeberg,Holstein-Segeberg,['Grafschaft'],['DE-SH'],<wptools.page.WPToolsPage object at 0x7f2a28c39ed0>,Q1625121,noble family,noble family,,,,,
458,Innerösterreich,Innerösterreich,['Erzherzogtum'],"['AT', 'SI', 'HR', 'IT']",<wptools.page.WPToolsPage object at 0x7f2a28c39d90>,Q689885,historical region,,,,,"(14.545897222222, 46.694666666667)",
459,Isenburg (Adelsgeschlecht),Isenburg,['Grafschaft'],"['DE-HE', 'DE-RP']",<wptools.page.WPToolsPage object at 0x7f2a28c39ad0>,Q698048,countship,countship,,,,,
460,Kanonissenstift Lindau,Lindau,['Reichskloster'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28c32a10>,Q881597,"historic house in Landau, Germany",monastery,+1466-01-01T00:00:00Z,+1802-01-01T00:00:00Z,,"(9.6875, 47.546666666667)",
461,Kanton Appenzell,Appenzell,['Zugewandter Ort'],['CH'],<wptools.page.WPToolsPage object at 0x7f2a28c39a50>,Q688257,former canton of Switzerland,canton of Switzerland,+1403-01-01T00:00:00Z,+1597-01-01T00:00:00Z,,"(9.3419444444444, 47.346111111111)",Appenzell
462,Kanton Glarus,Glarus,['Eidgenössischer Ort'],['CH'],<wptools.page.WPToolsPage object at 0x7f2a28c40f90>,Q11922,canton of Switzerland,canton of Switzerland,+1352-00-00T00:00:00Z,,,"(9.0666666666667, 46.983333333333)",Glarus
463,Kanton Zug,Zug,['Eidgenössischer Ort'],['CH'],<wptools.page.WPToolsPage object at 0x7f2a28c40ad0>,Q11933,canton of Switzerland,canton of Switzerland,+1352-00-00T00:00:00Z,,,"(8.548, 47.1648)",Zug
464,Kaufbeuren,Kaufbeuren,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28c48b50>,Q14805,"city in Bavaria, Germany",major regional center,,,,"(10.6225, 47.88)",
465,Kaysersberg,Kaysersberg,"['Freie Reichsstadt', 'Reichsstadt']",['FR'],<wptools.page.WPToolsPage object at 0x7f2a28c48c50>,Q83485,"former commune in Haut-Rhin, France",commune of France,,+2015-12-31T00:00:00Z,,"(7.2608333333333, 48.139166666667)",
466,Kehdingen,Kehdingen,"['Gliedstaat', 'Land']",['DE-NI'],<wptools.page.WPToolsPage object at 0x7f2a28c48a10>,Q317751,landscape,landscape,,,,,
467,Kempten (Allgäu),Kempten,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28c48e90>,Q3994,"town in Bavaria, Germany",major regional center,,,,"(10.316666666666666, 47.733333333333334)",
468,Kloster Altenberg,Altenberg,['Reichsabtei'],['DE-HE'],<wptools.page.WPToolsPage object at 0x7f2a28c4ffd0>,Q1236115,"former monastery in Hesse, Germany",monastery,,,,"(8.4452, 50.5586)",
469,Kloster Baindt,Baindt,['Reichsabtei'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28c48cd0>,Q468189,monastery,monastery,+1376-01-01T00:00:00Z,+1802-01-01T00:00:00Z,,"(9.665833, 47.842778)",
470,Kloster Buxheim,Buxheim,['Kartause'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28c4fed0>,Q460224,monastery,monastery,+1548-01-01T00:00:00Z,+1802-01-01T00:00:00Z,Catholicism,"(10.1338, 47.9995)",
471,Kloster Disentis,Disentis,['Reichsabtei'],['CH'],<wptools.page.WPToolsPage object at 0x7f2a28c4ff50>,Q630414,,abbey,,+1846-01-01T00:00:00Z,Catholicism,"(8.8563888888889, 46.706944444444)",
472,Kloster Einsiedeln,Einsiedeln,['Reichsabtei'],['CH'],<wptools.page.WPToolsPage object at 0x7f2a28c4f0d0>,Q693087,Benedictine monastery in Einsiedeln in the canton of Schwyz in Switzerland,territorial abbey,+0901-01-17T00:00:00Z,,Catholicism,"(8.7514722222222, 47.126666666667)",
473,Kloster Elchingen#Reichsabtei Elchingen,Elchingen,['Reichsabtei'],"['DE-BW', 'DE-BY']",<wptools.page.WPToolsPage object at 0x7f2a28c4fc90>,Q315382,monastery,monastery,+1128-01-01T00:00:00Z,+1802-01-01T00:00:00Z,,"(10.0881, 48.4524)",
474,Kloster Ellwangen,Ellwangen,['Reichsabtei'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28c4fc10>,Q876826,"abbey in Ellwangen (Jagst), Germany, and principality of the Holy Roman Empire",abbey,+1011-01-01T00:00:00Z,+1802-01-01T00:00:00Z,Catholicism,"(10.132, 48.9619)",
